Sentence,Emotion
mốc từ trong trứng,Other
"truy tố ra tòa chứ phạt hành chính gì ??? lừa đảo có tổ chức số tiền trăm tỷ , thêm tội truyền bá mê tín dị đoan ... 👎👎👎",Anger
xem tới đây dume ứa nước mắt 😞,Sadness
toàn “ nam thanh nữ tú ” mở mồm ra nói hay như sách giáo khoa . hành động thì như con c ..,Anger
thân là người yêu mình mong cậu có thể giống được như đôi mặc áo nâu ❤️,Enjoyment
😑 sao cái kết gì mà buồn vậy,Sadness
cô ơi nhiệt tình là tốt nhưng bản thân phải an toàn trước 😗,Other
"nói mưa là mưa v chời , tôi còn đi chơi đi học nữa mừ .",Sadness
"1 vị đắng của mưu sinh , 1 vị ngọt của hạnh phúc gia đình",Other
per xinh nhỉ :)) ngày xưa cũng xem phim này mà không để ý có cả bả,Enjoyment
"bởi đây là lý do tao không muốn xem điện thoại người yêu , nếu không nó xanh cỏ lâu rồi 😑",Disgust
còn gì hạnh phúc hơn trong cuộc sống này ♥️,Enjoyment
ai cũng từng bị bố mẹ chửi mắng . em ấy cũng vậy . là người lớn chúng ta lắng nghe và chia sẻ . nhiều người già rồi mà phát ngôn xấc xược láo toét mất dạy không thể chấp nhận được . chả bằng được cái đứa con nít còn tỏ vẻ ta đây,Anger
thớt làm chị mà ích kỉ vãi ...,Disgust
mấy thanh niên ngu học theo ngôn tình thấy chai bé không viết hết được lại mua chai 1 . 8 lít thì hơi mệt đấy 😂😂😊,Disgust
tuổi thơ của tôi =)),Enjoyment
việt nam cái gì cũng có thể ăn được,Other
per đang ăn mà sao cứ chỉa trym vô hoài z khắm s ăn 🙂,Disgust
khóc muốn rơi cả mắt,Sadness
kích thích vãi,Enjoyment
ám ảnh thật sự,Fear
per huhu em không biết phải đi xem phim với ai nữa 😭,Sadness
per gần nhà c ơi . hic hic,Sadness
"tại cái gậy thôi , còn đâu là vẫn đẹp",Other
"cái thằng adim này mày xàm quá oy đấy , biến khỏi trang tao nhé",Anger
đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết :((,Anger
nhờ cái bếp như này . mà hồi nhỏ tao suýt đốt cả nhà và bị chửi đó :((,Sadness
"hốt về cháu có bón được cơm , mớm được sữa cho nó mỗi ngày không ?? nó chơi game cháu có rửa chân bón cơm để nó chơi nốt ván không ???? mai cô ship tận giường nuôn",Disgust
đọc tin nhắn đầu thấy cay cay ngay mũi,Sadness
per người yêu công sở nè 😂😂,Enjoyment
vậy là hên rồi,Enjoyment
per chiều anh bắn chưởng để em quay nhé,Other
per nghe chưa nhân viên mới ... kk,Enjoyment
ngáo nó có cắn đâu ??????,Other
dị ứng với kiểu nhắn tin riêng tư mà cả thế giới đều biết,Disgust
cười ỉa 😂😂 thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ họng,Enjoyment
"em rất duyên , và có khiếu hài hước , nhìn mặt em thôi là chị đã muốn cười , ba mẹ chửi mà vẫn vui tươi như vậy thì đáng khích lệ mà , sao nhiều người bình luận nặng lời thế không biết , chỉ là vui thôi mà",Disgust
"má nó , mặc dù không có ý kì thị nhưng dume cảnh 2 thằng hôn nhau buông nôn vãi",Disgust
per lên lịch hẹn hò nhanh,Enjoyment
không biết chuyện gia đình người ta nhưng nhình mặt bà cũng thảo là thấy không có cảm tình ngay từ đầu .... mà nhờ bài viết này mới biết king coffee là của bả ... phải công nhận là nó uống dở thiệt .....,Disgust
nóng thế này cái thứ mày cho cũng không ăn,Disgust
tiếc quá ! nguyên nhân,Sadness
ấm lòng vãi huhu,Enjoyment
thế không tính vậy thì muốn cái bệnh viện thành mẹ cái bãi giữ xe à :)),Anger
ngầu vãi lìn luôn á :))),Enjoyment
giờ tao mới hiểu được hết những gì mà trước đây đọc bình luận tao đéo ’ hiểu 😂😂😂,Enjoyment
"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 500d .",Enjoyment
tôi khóc lun ... huhu,Sadness
má như người yêu ??,Enjoyment
t chưa được rơi vào hoàn cảnh này nên cũng không biết nữa,Other
thề chứ .. phim nay xem đi xem lại không thấy chán ... vẫn như mớinxem vậy,Enjoyment
không biết vì sao họ vẫn cười nhưng mình thì khóc ...,Sadness
cho đi luôn bớt lo,Other
đoạn phim thôi mà ý nghĩa thế,Surprise
"lông xấu , không mượt bằng con ngu kia được",Disgust
"cái này gọi là truyền thống , không thể nói là quên được",Other
"đấy ... y đâu cần phải to tác , phải gào lên cho cả thế giới biết .",Other
per haha sao tôi nghĩ tới em liền luôn á,Enjoyment
chưa chia tay nữa mà còn khó đây,Other
thế đéo nào nó lại kẻ dưới đấy nhỉ,Disgust
oai đéo gì cái trêu gái :),Disgust
mình nghĩ bà thảo chiếm được công tình yêu là sẽ bán ngay cổ phần cho đại gia bên thái lan nào đó .. mong là chuyện này không bao giờ xảy ra,Other
lâu lâu lại mong mất điện để nấu cơm rác . nk mát 1 tí . chứ cứ 42 độ có mà khỏi ăn,Other
tội nghiệp thằng bé :)))) chúng mày bốc đâu mấy cái thẻ hay thế ??? :v,Sadness
áp dụng với đứa yêu mày thôi nha,Other
chời má . ngọt chết tao rồi :)))))),Enjoyment
"per đó là lý do tại sao em luôn nói với anh , có gì cũng phải nói ra",Fear
"phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác .",Anger
xài vietcombank sinh nhật cũng không được chúc luôn :((,Sadness
hôm đấy bổn cung về quê báo hiếu cha mẹ .,Enjoyment
chỉ có được cái chữ đẹp . hihihi ...,Enjoyment
trời má cute vãi lozzzz,Enjoyment
là do bản thân tao ngu thôi,Sadness
cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn,Anger
không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y như là mất tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭,Enjoyment
nhân quả đến sớm lắm . đăng lên làm gì :))),Other
nhìn cái bà này tôi chỉ muốn xoạc bà 1 cái . sao bà không là con trai nhỉ . ông trời quá là trêu người rồi,Sadness
cho dù em có dành được bao nhiêu học bổng đi chăng nữa nhưng mãi mãi em sẽ không thể có được tôi 😅,Enjoyment
đã xem 2 lần bộ phim này 😁,Enjoyment
"ôi vãi , mày thật bất hạnh vì có lũ bạn như thế",Sadness
"đây là tây chứ mấy thằng việt nam như này , đảm bảo kêu ngáo đá :vậy",Disgust
xin lỗi đây mình vẫn nấu nhé,Enjoyment
bỏ quên não đó chứ đâu phải rác 😂,Disgust
"phim này quá hay . xem đi xem lại mãi không chán . đặt tay lên ngực "" mọi chuyện đều ổn "" câu nói kinh điển",Enjoyment
"thôi xong , biết thế tém tém lại .",Fear
"gym thì liên quan cặc gì đến bede , tuy gym nhưng người ta còn siêng tập nặng hơn mấy tụi bây nhé",Anger
mình bình luận chủ yếu muốn khoe mình là fan cứng thôi :)) các bạn không cần để ý,Enjoyment
bất cái con cặc . 21 cái trung thu tao vẫn 1 mình . tao có thấy bất hạnh đâu . khẩu nghiệp,Anger
số tao không được ăn uống mà :((,Sadness
rửa bát cũng được nấu cơm cũng được giặt quần áo cũng được miễn là có ba mẹ vợ con là được . làm gì cũng được,Other
dume cho vào bảo tàng làm lồn gì -.- nhà khoa hc đã nghiên cứu sừng tê giác như móng tay của bạn thế sao không đem về mà chữa bênh đụ má rảnh ghê :((,Disgust
cô quét đi cô cho cháu hốt về với =))),Enjoyment
"tránh xa nó ra , nó ngáo đó , 8h sáng mà nó đòi đi ngủ là hiểu rồi",Disgust
hỏi nhiều nó lại cho vào đối tượng truy nã 😏,Other
per nhớ lại vẫn còn tức á cái lol mẹ,Anger
lo tương lai bị bỏ rơi của chú đi :vậy,Other
và sếp tốt có thể giúp ta vui vẻ từ sáng thứ hai cho đến tối chủ nhật 😀,Enjoyment
lại tạo điều kiện cho mấy chị fa vào thả thính . :)),Enjoyment
muốn nhai luôn cả trái đất,Anger
"per lại nhớ chiều nay , buồn cười sấp mặt luôn . :v dù mệt nhưng ngày nào tan làm cũng muốn được đèo đưa đi ăn kem , ăn đồ chua , ăn miến trộn như hôm nay cerrrr :v",Enjoyment
không ngờ tin nhắn riêng tư cũng phải kiêng nể nhắn tin để lỡ có bị chụp vẫn thấy chả sao,Fear
tao cũng ước mình có 1 tình yêu như ông bà ❤,Enjoyment
đau đớn quá sao phải tham mấy đồng tiền đó nhỉ,Sadness
quả này lại là nhà dột từ nóc rồi ;((,Disgust
"mong là chuyện không có thật , chứ có thật thì đau lòng vãi ra 😪😪",Sadness
per nguy hiểm luôn rình rập xung quanh chúng ta :((,Fear
trắc đấy là nyc của nó 🤣,Enjoyment
đừng hỏi tại sao giới tính cứ bị bẻ cong,Other
khóc hết nước mắt 😞😞,Sadness
đúng là chó cậy chủ mà 🤣,Disgust
chấp nhận đi mày .. chửi gì dữ vậy ..! mỗi người mổ việc mà ... nếu không thích thì kiếm việc khác mà làm ..,Disgust
":))) ở đoạn đó hồi năm nhất tao "" được "" họ lấy 100k , vì sáng sớm đem duy nhất 100k trong túi , thế là nộp luôn :))))",Sadness
per đọc nhầm con nhện thành con gián :)) thật khó hiểu,Other
may mà bà già bảo năm hạn đừng đi chứ không hạn thật,Other
cái giống mắc zại nhất từng thấy :)),Disgust
bắn cái lũ khốn nặn kia ra . mấy ông bà lại ăn cho lắm tiền vào . để cả 1 thế hệ trẻ em bệnh tật . làm cho ra lẽ đi . bọn này bắn cmm nó đi . quá là ác,Anger
đéo có não à,Disgust
"không biết bác dạy ra sao mà đến nỗi . còn tao dạy nhận tiền mặt , dạy 10 ngày là phụ huynh trả luôn tiền tháng đó chứ không có nhập nhằng gì hết",Disgust
"thực ra bị bóc trên mạng thì thường là bẩn thỉu , không phân quê quán",Other
ôi không đọc được bài của chị thì em vẫn tin tưởng cái group đấy lắm,Disgust
"tính ra là 1 cuộn keo 2 mặt sẽ giải quyết được moiij chuyện =)) , cơ mà ý thức như lồn thật :v",Disgust
"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê thế",Disgust
khổ thân các cháu,Sadness
"nước bẩn quá , toàn rác !",Disgust
chỉ những người độc thân thôi,Sadness
nhìn cái muốn cong :d,Enjoyment
"thanh niên bỏ nhà theo trai rồi bầu bắt sen chăm , thứ hoàng thượng dâm tà",Disgust
"t đợi cái post về loài hãm lòn này lâu lắm rồi nhá . dcm nhìn ngốc nghếch thế thôi mà dữ lắm luôn , có lần tao cúi xuống cầm gậy đuổi nó vào chuồng mà nhân lúc tao sơ hở rón rén đến suýt táp vào đít tao . lúc ấy sợ tụt lòn vì chỉ còn có 2 bước nữa thôi là nó đớp gọn tao rồi .... có hôm tao vừa ngờ nghệch ra vườn hóng mát thì cả đàn , cả đàn nhé . dí tao chạy quanh vườn , con nào con nấy vênh cổ lên chạy theo tao . nhờ nó mà suýt chút nữa tao chết vì đau tim ....",Disgust
ly hôn cũng phải hoành tráng chứ .. còn phải làm to hơn kết hôn mới được 🤣,Enjoyment
mèo nhìn dễ thương mà ác vãi < 3,Disgust
dễ thương vậy chời,Enjoyment
bạn gái trong ảnh lưu hình gửi cho công an xã chết con mẹ bọn nó đi :))),Anger
các bạn buồn cười vãi cả đái . người ta đỗ ở đường chứ có phải trong nhà bạn đéo đâu mà nhặng lên .,Disgust
ngu chưa . đăng lên để rồi bị chửi,Disgust
nhìn con bé thấy cưng ghê chị ơi,Enjoyment
per anh bạn tồi nhất quả đất này,Disgust
cho ̣ c mù mắt tao đi 🤣🤣,Disgust
đồng đội chơi tốt quá hahaaa,Enjoyment
kinh vãi,Fear
lợi ích của việc không nghe lời vợ ??,Other
cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà lầu xe hơi thì lấy ở đâu ???????? không phải đùn đẩy .... cho về hết bọn nó mới hết không tìm ra nguyên nhân .... không có sao phụ huynh dám nói ....,Anger
"phải nói là hài tàu hay thật đấy , luôn li kì và khó đoán kết quả , ý nghĩa thì thâm sau . hihi thích rồi đó",Enjoyment
giờ lắm bọn biến thái thế,Disgust
chị đầu tiên buồn v :((,Sadness
trời ơi tao chóng mặt quá đi :((,Sadness
"đúng kiểu tham lam mà tài năng thì có hạn , miệng thì bảo sợ ông vũ làm sạt nghiệp trung nguyên nhưng bản thân trước đó lại làm lỗ của công tình yêu 1700 tỉ , mụ đàn bà mặt dày",Disgust
có tay mà người bị cụt tay . ko bao giờ sử dụng bàn tay đó . ngu trở lên nổi tiếng .,Disgust
dume đồng nghiệp gặp hlin thì chỉ muốn nghỉ thôi,Anger
ko nghe lời vợ mới là mấu chốt :),Other
"nói bao giờ cũng dẽ hơn làm , mà mặt 2 đứa này nhìn như mất mẹ dây thần kinh gì đấy",Disgust
"sản phẩm tốt đấy , có tính ứng dụng cao",Surprise
nếu đồng nghiệp của bạn hãm vãi thì cũng nên đăng xuất đi hiền hana,Disgust
"tao cưới rồi , cưới nữa cho vợ tao chém tao chết à",Fear
"tuyệt vời , chỉ cần họ thấy vui và hạnh phúc",Enjoyment
ngu quá là ngu đậu xe gì mà sát đường ray tàu hoả thế chứ .? quả này người ta còn phạt thêm cho nữa chứ đâu phải lát xe mà xong đâu ..?,Disgust
cẩn thận mày lại có cháu sớm 🤣,Enjoyment
yêu hay không yêu không yêu hay yêu nói 1 lời 😂,Enjoyment
tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ????,Enjoyment
"thật sự mình rất thích bạn này , xem phim mỗi tập cứ canh đúng cảnh có bạn ý , dễ thương quá 😗😚😚😚😚😚",Enjoyment
bọn ngáo này mà cũng có người sợ nó nữa hả,Surprise
em đã bao giờ nghĩ đến mối quan hệ đồng tính ?,Other
"từ khi lấy vợ , làm vlog thiếu muối hẳn huhu",Sadness
nhưng đứa bạn thân đều là lũ khốn,Disgust
"vợ người ta chưa bao giờ làm tôi thất vọng , còn vợ tôi thì ..... đi hết 1 / 3 cuộc đời rồi vẫn chưa tìm thấy 😓",Sadness
