Sentence,Emotion,Tokenized_Sentence,tokens_length
có ai không bị giật mình như tao không . nhạt vãi cười,Disgust,"['ai', 'không', 'giật mình', 'tao', 'không', 'nhạt', 'vãi', 'cười']",8
"tim anh em lấy em chơi , quả báo đến sớm em ơi .",Other,"['tim', 'anh em', 'lấy', 'em', 'chơi', 'quả', 'báo', 'sớm', 'em', 'ơi']",10
nam thần tự do,Other,"['nam', 'thần', 'tự do']",3
đi ngoài đường trái phải còn không biết mà vẫn sống thì giỏi đấy nhỉ,Disgust,"['ngoài', 'đường', 'trái', 'phải', 'còn', 'không', 'biết', 'vẫn', 'sống', 'giỏi', 'đấy', 'nhỉ']",12
"cái này gọi là truyền thống , không thể nói là quên được",Other,"['cái', 'gọi là', 'truyền thống', 'không thể', 'nói', 'quên']",6
nhìn kinh vãi,Disgust,"['nhìn', 'kinh vãi']",2
"anw , vote cho anh vũ",Enjoyment,"['anw', 'vote', 'anh', 'vũ']",4
mày nghĩ mày cản được tao à ? cười,Other,"['mày', 'nghĩ', 'mày', 'cản', 'tao', 'à', '?', 'cười']",8
đó là những người con trai đàn ông đích thực thôi cười_nhe_răng,Enjoyment,"['người', 'con', 'trai', 'đàn ông', 'đích thực', 'cười_nhe_răng']",6
"cố gắng lên mọi lỗ lực và công lao của em sẽ được đền đáp một cách thật là sứng đáng , cố gắng lên em nhé tán_thành",Enjoyment,"['cố gắng', 'lên', 'mọi', 'lỗ lực', 'công lao', 'em', 'đền đáp', 'một cách', 'sứng đáng', 'cố gắng', 'lên', 'em', 'nhé', 'tán_thành']",14
vui nhất là câu lấy ghế ra ngồi nhìn,Enjoyment,"['vui', 'nhất', 'câu', 'lấy', 'ghế', 'ngồi', 'nhìn']",7
nam mô a di đà phật thương xót quá,Sadness,"['nam', 'mô a', 'di đà', 'phật', 'thương xót']",5
nam mô a di đà phật,Sadness,"['nam', 'mô a', 'di đà', 'phật']",4
còn nhiều người khổ hơn mình cười,Other,"['còn', 'nhiều', 'người', 'khổ', 'hơn', 'mình', 'cười']",7
tôi đập cho tòe cái mỏ luôn nha,Anger,"['tôi', 'đập', 'tòe', 'cái', 'mỏ', 'luôn', 'nha']",7
tao cũng hay sử dụng chiêu này và bọn đàn ông vẫn cứ bị lừa ?,Enjoyment,"['tao', 'cũng', 'hay', 'sử dụng', 'chiêu', 'bọn', 'đàn ông', 'vẫn', 'cứ', 'lừa', '?']",11
hồi xưa tao bị tiêu chảy kèm ho đã sợ vãi . giờ ho không thôi cũng sợ nhỉ . ?,Fear,"['hồi', 'xưa', 'tao', 'tiêu chảy', 'kèm ho', 'sợ', 'vãi', 'giờ', 'ho', 'không', 'cũng', 'sợ', 'nhỉ', '?']",14
"chỉ cần bạn dùng tình yêu thương , sự chân thành của mình đối với nó thì không gì là không thể .",Other,"['chỉ', 'cần', 'bạn', 'dùng', 'tình', 'yêu thương', 'sự', 'chân thành', 'mình', 'đối với', 'nó', 'không', 'gì', 'không thể']",14
lâu lâu mới có dịp ăn bánh trung thu mà gặp bán hàng halo thế này thì cho ế mẹ luôn không mua bán gì hết . xem ai bất hạnh hơn ?,Anger,"['lâu lâu', 'mới', 'dịp', 'ăn', 'bánh trung thu', 'gặp', 'bán', 'hàng', 'halo', 'thế này', 'ế', 'mẹ', 'luôn', 'không', 'mua bán', 'gì', 'hết', 'xem', 'ai', 'bất hạnh', 'hơn', '?']",22
âu cũng là kiếp người . tại sao ông trời lại đày đọa con người ta đến như vậy,Sadness,"['âu', 'cũng', 'kiếp', 'người', 'tại sao', 'ông', 'trời', 'đày đọa', 'con người', 'ta', 'như vậy']",11
không lo chạy bo đi còn tạo sấm sét dọa người lứa,Disgust,"['không', 'lo', 'chạy', 'bo', 'còn', 'tạo', 'sấm', 'sét', 'dọa', 'người', 'lứa']",11
nồi cơm điện chứ gì .,Other,"['nồi', 'cơm điện', 'chứ', 'gì']",4
"phàm là việc đại sự trong thiên hạ , cứ về hỏi vợ . vợ bảo sao thì làm ngược lại . ắt thành công !",Other,"['phàm', 'việc', 'đại sự', 'thiên hạ', 'cứ', 'về', 'hỏi', 'vợ', 'vợ', 'bảo sao', 'làm', 'ngược lại', 'ắt', 'thành công', '!']",15
per ơ ơ ơ đây là đâu vậy,Surprise,"['per', 'ơ ơ', 'ơ', 'đây', 'đâu']",5
bỏ tù hết lũ xả thải như thế này đi,Anger,"['bỏ', 'tù', 'hết', 'lũ', 'xả thải', 'thế này']",6
"chẳng bao giờ nhà bếp nó nấu đồ ngon cả , toàn thiu thối hoặc kém chất lượng nó mua về làm mới có lãi . trước làm với nhật nó còn bắt làm cho nó như cho công nhân ăn thì thời gian đầu được , đến khi đổi giám đốc là đéo nuốt nổi nữa",Disgust,"['chẳng', 'bao giờ', 'nhà bếp', 'nó', 'nấu', 'đồ', 'ngon', 'cả', 'toàn', 'thiu thối', 'hoặc', 'kém', 'chất lượng', 'nó', 'mua', 'về', 'làm', 'mới', 'lãi', 'trước', 'làm', 'nhật', 'nó', 'còn', 'bắt', 'làm', 'nó', 'công nhân', 'ăn', 'thời gian', 'đầu', 'đổi', 'giám đốc', 'đéo', 'nuốt', 'nổi']",36
em xin lỗi anh,Sadness,"['em', 'xin lỗi', 'anh']",3
gắn bó thời sinh viên á !,Enjoyment,"['gắn bó', 'thời', 'sinh viên', 'á', '!']",5
không . bếp dầu một thời ta hay nấu đây nè,Enjoyment,"['không', 'bếp', 'dầu', 'thời', 'ta', 'hay', 'nấu', 'đây', 'nè']",9
"đó là do bạn ngu , đéo biết chọn chỗ viết",Disgust,"['do', 'bạn', 'ngu', 'đéo', 'biết', 'chọn', 'chỗ', 'viết']",8
ngày xưa đi học đạp xe qua cứ tưởng được quay phim đưa lên truyền hình cười,Enjoyment,"['ngày xưa', 'học', 'đạp', 'xe', 'qua', 'cứ', 'tưởng', 'quay phim', 'đưa', 'lên', 'truyền hình', 'cười']",12
nhạc ghét không hay mấy admin ạ,Disgust,"['nhạc', 'ghét', 'không', 'hay', 'mấy', 'admin', 'ạ']",7
"bạn trai tao cắt tóc xong cái đầu như cái đầu buồi , không lệch vào đâu được mỉm_cười",Disgust,"['bạn', 'trai', 'tao', 'cắt', 'tóc', 'xong', 'cái', 'đầu', 'cái', 'đầu', 'buồi', 'không', 'lệch', 'vào', 'đâu', 'mỉm_cười']",16
cái này khoa học chứng minh là đúng nha yêu_thương,Other,"['cái', 'khoa học', 'chứng minh', 'đúng', 'nha', 'yêu_thương']",6
per ta nguyện nằm im,Other,"['per', 'ta nguyện', 'nằm', 'im']",4
địt mẹ xấu mặt đàn ông quá . đéo hiểu mấy thằng cười_lớn này nghĩ nó ngầu chỗ đéo nào nhỉ . bệnh hoạn vãi,Disgust,"['địt', 'mẹ', 'xấu', 'mặt', 'đàn ông', 'đéo', 'hiểu', 'mấy', 'thằng', 'cười_lớn', 'nghĩ', 'nó', 'ngầu', 'chỗ', 'đéo', 'nào', 'nhỉ', 'bệnh hoạn', 'vãi']",19
đã từng xem em là tất cả . mỗi khi mỏi mệt về thấy em và con cười là anh hạnh phúc rồi,Enjoyment,"['từng', 'xem', 'em', 'tất cả', 'mỗi', 'mỏi mệt', 'về', 'thấy', 'em', 'con', 'cười', 'anh', 'hạnh phúc']",13
dume mệt mỏi thật sự,Anger,"['dume', 'mệt mỏi', 'thật sự']",3
năm tháng ấy quay lại được không,Sadness,"['năm tháng', 'ấy', 'quay', 'không']",4
đô tốc độ boxing đây mà,Surprise,"['đô', 'tốc độ', 'boxing', 'đây']",4
tiếng việt không dấu thật đáng sợ,Fear,"['tiếng', 'việt', 'không', 'dấu', 'đáng', 'sợ']",6
mai đấu giá thử cai lap cua mình chứa toàn tài liệu tiếng nhật cười_chảy_nước_mắt,Enjoyment,"['mai', 'đấu giá', 'thử', 'cai', 'lap', 'cua', 'mình', 'chứa', 'toàn', 'tài liệu', 'tiếng', 'nhật', 'cười_chảy_nước_mắt']",13
bạn gái nào xinh xinh mà bị lạc thì vào nhà mình cho ngủ nhờ này . ?,Enjoyment,"['bạn', 'gái', 'nào', 'xinh xinh', 'lạc', 'vào', 'nhà', 'mình', 'ngủ', 'nhờ', '?']",11
làm sao tôi có thể yêu được loài người đây ?,Other,"['làm sao', 'tôi', 'có thể', 'yêu', 'loài người', 'đây', '?']",7
mong đổi món thành thịt trâu gác chân lên song sắt cho yên tâm cười,Disgust,"['mong', 'đổi', 'món', 'thành', 'thịt', 'trâu', 'gác', 'chân', 'lên', 'song', 'sắt', 'yên tâm', 'cười']",13
chắc sổ đỏ có cả vỉa hè và đường cười,Other,"['chắc', 'sổ đỏ', 'cả', 'vỉa hè', 'đường', 'cười']",6
súc vật là có thật . cười_mỉa,Disgust,"['súc vật', 'cười_mỉa']",2
thiếu hình ăn gà rán rồi,Sadness,"['thiếu', 'hình ăn', 'gà', 'rán']",4
trash của xã hội có tiền mua xe không có tiền mua ý thức chán vỗ_tay,Anger,"['trash', 'xã hội', 'tiền', 'mua', 'xe', 'không', 'tiền', 'mua', 'ý thức', 'chán', 'vỗ_tay']",11
năm nào chả vậy cười,Enjoyment,"['năm', 'nào', 'chả', 'cười']",4
"đúng là tuổi tác nó không chứng minh được gì cả , già rồi ăn nói không văn hóa cử chỉ hành động tục tĩu hết nói nỗi",Disgust,"['đúng', 'tuổi tác', 'nó', 'không', 'chứng minh', 'gì', 'cả', 'già', 'ăn nói', 'không', 'văn hóa', 'cử chỉ', 'hành động tục', 'tĩu', 'hết', 'nói', 'nỗi']",17
"địt_mẹ buồn cười đéo chịu được , đặc vụ nằm vùng đi xe đạp thì đuổi sao kịp mấy th cười_lớn đi xe máy mỉa_mai",Enjoyment,"['địt_mẹ', 'buồn cười', 'đéo chịu', 'đặc vụ', 'nằm', 'vùng', 'xe đạp', 'đuổi', 'sao', 'kịp', 'mấy', 'th', 'cười_lớn', 'xe máy', 'mỉa_mai']",15
phải tôi đỗ lên vỉa hè giáp cửa nhà bạn bán hàng luôn . vỉa hè rộng thế kia cơ mà . ?,Other,"['phải', 'tôi', 'đỗ', 'lên', 'vỉa hè', 'giáp', 'cửa', 'nhà', 'bạn', 'bán', 'hàng', 'luôn', 'vỉa hè', 'rộng', 'thế', 'cơ mà', '?']",17
"em cũng đi lead này , nhưng đừng gọi em là ninja được không , xin luôn đấy",Sadness,"['em', 'cũng', 'lead', 'nhưng', 'đừng', 'gọi', 'em', 'ninja', 'không', 'xin', 'luôn', 'đấy']",12
nếu ai cũng nộp tiền để đền bù thiệt hại thì ai cũng phạm pháp vì nếu không bị phát hiện thì nuốt được cả đống tiền nhỡ bị phạt thì nộp đúng tiền đã tham ô trên giấy giờ thì phủi hết tội danh luôn sao,Anger,"['nếu', 'ai', 'cũng', 'nộp', 'tiền', 'để', 'đền bù', 'thiệt hại', 'ai', 'cũng', 'phạm pháp', 'nếu', 'không', 'phát hiện', 'nuốt', 'cả', 'đống', 'tiền', 'nhỡ', 'phạt', 'nộp', 'đúng', 'tiền', 'tham ô', 'trên', 'giấy', 'giờ', 'phủi', 'hết', 'tội danh', 'luôn', 'sao']",32
éo biết sai hay đúng nhưng thanh niên này chất . bản lĩnh bình tĩnh !,Enjoyment,"['éo', 'biết', 'sai', 'hay', 'đúng', 'nhưng', 'thanh niên', 'chất', 'bản lĩnh', 'bình tĩnh', '!']",11
tán gái hay vãi,Enjoyment,"['tán', 'gái', 'hay', 'vãi']",4
ha ha dể thương tim,Enjoyment,"['ha', 'ha', 'dể thương', 'tim']",4
a di đà phật cảm_ơn,Sadness,"['a', 'di đà', 'phật', 'cảm_ơn']",4
thế con trai là của ai cho,Other,"['thế', 'con', 'trai', 'ai']",4
nhiều khi làm ks gặp khách hai lúa mệt vê ca lờ . ks không cho mang đồ sống đồ hải sản lên phòng . tụi nó giấu trong balo mang lên tới khi lên dọn nhìn cái phòng muốn mửa,Disgust,"['nhiều', 'làm', 'ks', 'gặp', 'khách', 'hai', 'lúa', 'mệt vê', 'ca lờ', 'ks', 'không', 'mang', 'đồ', 'sống', 'đồ', 'hải sản', 'lên', 'phòng', 'tụi', 'nó', 'giấu', 'balo', 'mang', 'lên', 'tới', 'lên', 'dọn', 'nhìn', 'cái', 'phòng', 'muốn', 'mửa']",32
sao mọi_người lại thích khóc dùm người khác thế chủ quán cơm đâu lên tiếng đi nek 7 năm bán không đóng thuế chủ quán đã tích lũy được bao nhiêu căn nhà bao nhiêu chiếc xe và nuôi bao nhiêu đứa con ăn học thành tài suy_nghĩ,Other,"['sao', 'mọi_người', 'thích', 'khóc', 'dùm', 'người', 'khác', 'thế chủ', 'quán', 'cơm', 'đâu', 'lên tiếng', 'nek', '7', 'năm', 'bán', 'không', 'đóng', 'thuế', 'chủ', 'quán', 'tích lũy', 'bao nhiêu', 'căn', 'nhà', 'bao nhiêu', 'chiếc', 'xe', 'nuôi', 'bao nhiêu', 'đứa', 'con', 'ăn học', 'thành', 'tài suy_nghĩ']",35
nó đang lợi dụng mày,Disgust,"['nó', 'lợi dụng', 'mày']",3
hình như xe biển xanh,Other,"['hình như', 'xe', 'biển', 'xanh']",4
rất cá tính đùa,Enjoyment,"['cá tính', 'đùa']",2
bức ảnh này lại làm mình bị ám ảnh . haz,Fear,"['bức', 'ảnh', 'làm', 'mình', 'ám ảnh', 'haz']",6
địt mẹ best fact of the day,Surprise,"['địt', 'mẹ', 'best', 'fact', 'of the', 'day']",6
viết tên anh trên cát cho sóng đập nát cái matlon anh cười,Enjoyment,"['viết', 'tên', 'anh', 'trên', 'cát', 'sóng', 'đập', 'nát', 'cái', 'matlon', 'anh', 'cười']",12
năm 2025 1 buồng 5 đứa tiktok cơ,Disgust,"['năm', '2025', '1', 'buồng', '5', 'đứa', 'tiktok', 'cơ']",8
wow tuổi trẻ tài cao vkl cười,Surprise,"['wow', 'tuổi trẻ', 'tài', 'cao', 'vkl', 'cười']",6
chả mong gì nhiều chỉ mong về già được như hai ông bà ! cười_mỉm,Enjoyment,"['chả', 'mong', 'gì', 'nhiều', 'chỉ', 'mong', 'về', 'già', 'hai', 'ông bà', '!', 'cười_mỉm']",12
đề này cũng bình thường mà đâu có khó,Other,"['đề', 'cũng', 'bình thường', 'đâu', 'khó']",5
per bữa nào làm thử mày,Other,"['per', 'bữa', 'nào', 'làm', 'thử', 'mày']",6
ai đã dùng nó bây giờ phải 50 tuổi rồi,Other,"['ai', 'dùng', 'nó', 'bây giờ', 'phải', '50', 'tuổi']",7
nghe tiếng ăn tợp tợp ám ảnh quá,Disgust,"['nghe', 'tiếng', 'ăn tợp', 'tợp', 'ám ảnh']",5
dữ côn rừng nay nhiều quá,Surprise,"['dữ', 'côn rừng', 'nay', 'nhiều']",4
nhìn ức chế vãi,Anger,"['nhìn', 'ức chế', 'vãi']",3
lâu quá rồi không nghe,Other,"['lâu', 'không', 'nghe']",3
loài dê phải gọi ông này bằng cụ,Other,"['loài', 'dê', 'phải', 'gọi', 'ông', 'bằng', 'cụ']",7
có thịt bò nướng là ngon rồi bày đặt kiến đốt,Disgust,"['thịt', 'bò', 'nướng', 'ngon', 'bày', 'đặt', 'kiến', 'đốt']",8
"tất cả là do chính sách sai lầm của những người đứng đầu tỉnh sơn la . tsb cao su nó phù hợp trồng ở cao nguyên nhiệt đới nắng lắm chứ lên tây bắc lạnh giá sương muối thì cây cao su làm sao nó sinh trưởng tốt và hợp khí hậu được mà chả trắng tay cười còn cả cây cafe đang được trồng ở sơn la , điện biên nữa sớm muộn gì những người dân trồng hai loại cây này cũng nhận trái đắng trắng tay thôi",Disgust,"['tất cả', 'do', 'chính sách', 'sai lầm', 'người', 'đứng', 'đầu', 'tỉnh', 'sơn la', 'tsb', 'cao su', 'nó', 'phù hợp', 'trồng', 'cao nguyên', 'nhiệt đới', 'nắng', 'lắm', 'chứ', 'lên', 'tây', 'bắc', 'lạnh giá', 'sương', 'muối', 'cây', 'cao su', 'làm sao', 'nó', 'sinh trưởng', 'tốt', 'hợp', 'khí hậu', 'chả', 'trắng tay', 'cười', 'còn', 'cả', 'cây', 'cafe', 'trồng', 'sơn la', 'điện biên nữa', 'sớm', 'muộn', 'gì', 'người dân', 'trồng', 'hai', 'loại', 'cây', 'cũng', 'nhận', 'trái', 'đắng', 'trắng tay']",56
per mày này . nhưng mà lúc già sắp chết bối_rối,Sadness,"['per', 'mày', 'nhưng mà', 'lúc', 'già', 'sắp', 'chết', 'bối_rối']",8
ê ê nhớ cái bếp nhà chồng mình chị phải đứng lên cái bệ đó mới nấu được á cười_lăn_lộn_trên_sàn,Sadness,"['ê', 'ê nhớ', 'cái', 'bếp', 'nhà', 'chồng', 'mình', 'chị', 'phải', 'đứng', 'lên', 'cái', 'bệ', 'mới', 'nấu', 'á cười_lăn_lộn_trên_sàn']",16
bè chứ bạn địt mẹ gì cái loại khốn nạn này cười,Disgust,"['bè', 'chứ', 'bạn', 'địt', 'mẹ', 'gì', 'cái', 'loại', 'khốn nạn', 'cười']",10
có ai thấy tội ông cụ như tao không khóc_nức_nở,Sadness,"['ai', 'thấy', 'tội', 'ông cụ', 'tao', 'không', 'khóc_nức_nở']",7
nghe có vẻ vô lý nhỉ,Disgust,"['nghe', 'có vẻ', 'vô lý', 'nhỉ']",4
ai cũng từng bị bố mẹ chửi mắng . em ấy cũng vậy . là người lớn chúng ta lắng nghe và chia sẻ . nhiều người già rồi mà phát ngôn xấc xược láo toét mất dạy không thể chấp nhận được . chả bằng được cái đứa con nít còn tỏ vẻ ta đây,Anger,"['ai', 'cũng', 'từng', 'bố mẹ', 'chửi mắng', 'em', 'ấy', 'cũng', 'người lớn', 'chúng ta', 'lắng nghe', 'chia sẻ', 'nhiều', 'người', 'già', 'phát ngôn', 'xấc', 'xược láo', 'toét', 'mất', 'dạy', 'không thể', 'chấp nhận', 'chả', 'bằng', 'cái', 'đứa', 'con nít', 'còn', 'tỏ vẻ', 'ta', 'đây']",32
đúng chất người đẹp mặc rẻ rách cũng đẹp,Other,"['đúng', 'chất', 'người', 'đẹp', 'mặc', 'rẻ rách', 'cũng', 'đẹp']",8
cô ấy hết thương tao rồi,Sadness,"['cô', 'ấy', 'hết', 'thương', 'tao']",5
1 kìa rồi ra cổng gọi thế nào cười,Fear,"['1', 'kìa', 'cổng', 'gọi', 'thế nào', 'cười']",6
2 người có thôi đi không,Anger,"['2', 'người', 'không']",3
đó là khi bạn làm cho hãng hoặc công tình yêu lớn tầm cở . chứ quảng lý mấy shop quần áo có cái cười_lớn mà được 30 tr cười,Disgust,"['bạn', 'làm', 'hãng', 'hoặc', 'công tình yêu', 'lớn', 'tầm', 'cở', 'chứ', 'quảng lý', 'mấy', 'shop', 'quần áo', 'cái', 'cười_lớn', '30', 'tr', 'cười']",18
chờ tý tao đi thay bỉm xíu tao quay lại .,Fear,"['chờ', 'tý', 'tao', 'thay', 'bỉm xíu', 'tao', 'quay']",7
hạn 49 sợ quá đáng_yêu,Fear,"['hạn', '49', 'sợ', 'đáng_yêu']",4
dễ thương quá,Enjoyment,['dễ thương'],1
tội trái sầu riêng quá,Sadness,"['tội', 'trái sầu', 'riêng']",3
trước thi đề này có khi ăn,Other,"['trước', 'thi đề', 'có khi', 'ăn']",4
mình không quan tâm giá trị học bổng bao nhiêu . mà tớ q . tâm em đó sẽ dành những gì cho đất nước sau khi học xong thôi . he . chúc mừng em .,Enjoyment,"['mình', 'không', 'quan tâm', 'giá trị', 'học bổng', 'bao nhiêu', 'tớ q', 'tâm', 'em', 'dành', 'gì', 'đất nước', 'sau', 'học', 'xong', 'he', 'chúc mừng', 'em']",18
ngẫm thay muôn sự tại,Other,"['ngẫm', 'thay', 'muôn sự', 'tại']",4
đáng sợ vậy nụ_cười_nước_mắt,Fear,"['đáng', 'sợ', 'nụ_cười_nước_mắt']",3
đọc nhiều chuyện cổ tích vầy thấy yêu cuộc sống hẳn cười,Enjoyment,"['đọc', 'nhiều chuyện', 'cổ tích', 'vầy', 'thấy', 'yêu', 'cuộc sống', 'hẳn', 'cười']",9
nói không phải khoe chứ em đi xe bò đi học,Enjoyment,"['nói', 'không', 'phải', 'khoe', 'chứ', 'em', 'xe bò', 'học']",8
"bằng lòng với những gì mình đang có đi , trên thế giới có rất nhiều người không được như mình đâu",Other,"['bằng lòng', 'gì', 'mình', 'trên', 'thế giới', 'nhiều', 'người', 'không', 'mình', 'đâu']",10
vô làm nè bác sĩ mỉm_cười,Other,"['vô', 'làm', 'nè', 'bác sĩ', 'mỉm_cười']",5
nói thì hay lắm mỉm_cười cuộc sống đâu phải được như mong muốn,Disgust,"['nói', 'hay', 'lắm', 'mỉm_cười', 'cuộc sống', 'đâu', 'phải', 'mong muốn']",8
